Mes,Data_Referencia,Data_Limite_Treino,Modelo,Retorno_Esperado,BRPR3.SA,RDOR3.SA,PRIO3.SA,EQTL3.SA,BBDC4.SA
2024-09,2024-08-06,2024-07-16,retornoultimomes,0.19618006500891527,0.3999999996550368,0.02195022766624413,0.10514302636973878,0.07298606078132668,0.39992068516392887
