Mes_Alvo_Sugestao,Data_Referencia_Features,Data_Limite_Treino,Modelo,Retorno_Esperado_Portfolio,OIBR4.SA,HBOR3.SA,AZUL4.SA,ITUB4.SA,BBDC4.SA,BBAS3.SA,SANB11.SA,BPAC11.SA,CXSE3.SA,BRAP4.SA,BRSR6.SA,CRFB3.SA,PSSA3.SA,PINE4.SA,PETR4.SA,PRIO3.SA,ELET3.SA,CMIG4.SA,CPFE3.SA,EGIE3.SA,ENGI11.SA,GEMA3.SA,LIGHT3.SA,TRPL4.SA,EQTL3.SA,VALE3.SA,CSNA3.SA,USIM5.SA,GGBR4.SA,MGLU3.SA,LREN3.SA,ABEV3.SA,RENT3.SA,MOVI3.SA,VVAR3.SA,PCAR3.SA,TRIS3.SA,WEGE3.SA,JBSS3.SA,MSFT34.SA,HYPE3.SA,SLCE3.SA,PETZ3.SA,ARZZ3.SA,TFCO4.SA,BRML3.SA,RAIL3.SA,CCRO3.SA,LOGB3.SA,EMAE4.SA,ATUS3.SA,MRVE3.SA,TEND3.SA,PLPL3.SA,GFSA3.SA,TRAD3.SA,VLID3.SA,BRIV3.SA,CYRE3.SA,EVEN3.SA,VIVT3.SA,TIMS3.SA,OIBR3.SA,SUZB3.SA,SBSP3.SA,KLABIN11.SA,FIBR3.SA,TOTS3.SA,BRPR3.SA,CLSA3.SA,MBLY3.SA,BRF3.SA,SEQL3.SA,ASAI3.SA,NTCO3.SA,BRQT3.SA,DIRR3.SA,EMBR3.SA,GOLL4.SA,SULB3.SA,SGUP3.SA,B3SA3.SA,RBRR3.SA,RDOR3.SA,AGRO3.SA,AERI3.SA,POSI3.SA
2026-01,2025-12-04,2025-11-13,menorvariancia,0.0,0.22524985149173699,0.374750148508263,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
