Mes,Data_Referencia,Data_Limite_Treino,Modelo,Retorno_Esperado,BRPR3.SA,RDOR3.SA,PRIO3.SA,EQTL3.SA,BBDC4.SA
2024-09,2024-08-06,2024-07-16,retornohistorico,0.19617977951324572,0.4,0.021952246884171335,0.10514719795227705,0.072979922075273,0.3999206331146108
