Mes,Data_Referencia,Data_Limite_Treino,Modelo,Retorno_Esperado,CSNA3.SA,MRVE3.SA,PRIO3.SA,WEGE3.SA,DIRR3.SA
2024-09,2024-08-06,2024-07-16,RF,0.1638482480396875,0.2788206553781501,0.011244969733348134,0.1997220603202713,0.4,0.11021231456877094
