Mes,Data_Referencia,Data_Limite_Treino,Modelo,Retorno_Esperado,EMBR3.SA,PETR4.SA,RAIL3.SA,SUZB3.SA,ABEV3.SA,ELET3.SA
2026-01,2025-12-03,2025-11-12,menorvariancia,0.04658891621843439,0.1907707343599187,0.3397343192836265,0.024441757183925553,0.32722241151691206,0.11249107514046103,0.005339702515014847
