Mes,Data_Referencia,Data_Limite_Treino,Modelo,Retorno_Esperado,BRPR3.SA,RDOR3.SA,PRIO3.SA,EQTL3.SA,BBDC4.SA
2024-09,2024-08-06,2024-07-16,menor_variancia,0.1961802843056955,0.39999999978880013,0.021954462902005267,0.10511914800663051,0.07301877066268932,0.39990761841807076
